"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes"
"219","bulk",15,58.3313127079365,0.625365621700118,0.457753557983806,0.480536026456605,0.547077562030585,12,"demoman"
"220","abender",18,58.3104923131585,0.53410017067192,0.644378054153197,0.51859394369011,0.575643532124098,6,"soldier"
"221","enrith",15,58.2398871277373,0.555620712224562,0.562406495080012,0.537140692200726,0.563403849127384,16,"demoman"
"222","matttt",28,58.2398171914069,0.508985686620416,0.634740132515001,0.504996777529683,0.479422985133123,2,"soldier"
"223","teejay",28,58.2391059161152,0.489236092569743,0.682823550455932,0.513481494866201,0.571224856214557,10,"scout"
"224","v4na",19,58.2307892628874,0.594215115278016,0.360269294258664,0.557255734006196,0.695129083052774,2,"scout"
"225","deft",21,58.2206569125778,0.548634570375253,0.530202625459729,0.575191713582726,0.614130698130175,16,"demoman"
"226","mac",17,58.1487207058015,0.754880058979128,0.326342726594867,0.519577919654188,0.369492166540569,9,"soldier"
"227","mad",20,58.1139260373398,0.483292372337542,0.628366310702586,0.689619914507816,0.457427731246519,14,"soldier"
"228","lock",15,58.0927933582326,0.616555656709137,0.432771795177618,0.508741638554188,0.504716307197631,14,"soldier"
"229","yewl",16,58.0926518577287,0.508278858329704,0.644192389978195,0.55609111223699,0.54967202687624,17,"demoman"
"230","redcoat",26,58.0395750662914,0.490572712920995,0.671862864824993,0.512781147817721,0.557599389543797,22,"demoman"
"231","durc",18,58.033977521285,0.581575497399131,0.476569434791018,0.61426363670969,0.513547598872438,14,"demoman"
"232","Yui",21,57.9262703777085,0.504410069559002,0.57335151373468,0.549025715675981,0.70853208635207,4,"soldier"
"233","prankmonkey",27,57.9226142031067,0.56789118825514,0.473976945302864,0.562728073978306,0.541078162005005,8,"demoman"
"234","yewl",20,57.9142526799405,0.591921561053059,0.501158455964809,0.501925492159433,0.521854572022276,14,"soldier"
"235","durc",23,57.8810601101256,0.556208972870402,0.653495461903063,0.513831591273979,0.479579107207518,17,"demoman"
"236","Geoh",23,57.8285576767535,0.663075552293558,0.430618796742906,0.348252854151766,0.672779682197349,15,"soldier"
"237","heebs",27,57.8254281422442,0.624540684034729,0.475402108271532,0.462272773783574,0.47901030174558,13,"scout"
