"","nickname","ranking_points","career_avg","n","total_rank_weight","total_rank_contr","classes","impact","survive","efficiency","objective","rank","prev_ranking_points","prev_games","prev_rank","rank_change","peak_rank"
"89","bappo",38.1926077044739,46.9999271009764,8,7.62450479271247,359.505827764134,"soldier",0.388584976900122,0.601134475466469,0.539588822993982,0.478644887373832,89,38.15324412246,8,85,-4,85
"90","Azer",37.1529288950663,45.7922377502243,8,6.29553604818821,288.762473030448,"medic",0.428989043573334,0.52237988539014,0.486342399495114,0.553981701190352,90,37.1529288950663,8,89,-1,29
"91","cool dad",36.9120293725612,45.5704066327915,8,8,364.563253062332,"medic",0.482536733669757,0.455729764924843,0.415705062110622,0.510922995982183,91,30.0306730454278,6,108,17,91
"92","Dragonfru",36.0794780218923,44.5425654591263,8,8,356.34052367301,"soldier",0.431365228677489,0.532250086872172,0.447214182860071,0.38100236987182,92,26.533230216509,6,114,22,92
"93","RRLUCKY",35.9730657378774,44.3029372877855,8,6.29553604818821,279.592261872409,"soldier",0.464748965352941,0.482861158967168,0.384549550422241,0.415133647210729,93,35.9730657378774,8,92,-1,84
"94","Precious.",34.143609709637,64.5998029330643,4,2.07177346253629,133.105696609073,"scout",0.715339806967806,0.497257839974502,0.58409459803496,0.549535527958611,94,39.0066163434661,6,80,-14,13
"95","kenji",33.5271685646878,41.3915661292441,8,8,331.132529033953,"demoman",0.318004778306726,0.668125417099332,0.376396491090107,0.363437649368636,95,33.5271685646878,8,96,1,57
"96","ace",33.3331422567592,56.7017131899706,5,2.79482099503185,157.767558823306,"soldier",0.549607744612644,0.573275901960053,0.623849881499968,0.524426925412993,96,38.8613638290426,7,82,-14,17
"97","airflameon",33.0311155843975,40.7052171972297,8,6.29553604818821,256.726640584501,"medic",0.319893581178879,0.319190839392247,0.482968188564632,0.483297701738552,97,33.0311155843975,8,99,2,89
"98","paray",32.8362850971526,50.0476834280638,6,6,300.286100568383,"soldier",0.467654747559089,0.507910452643727,0.601293358237944,0.469781298939536,98,19.7912964275948,4,140,42,98
"99","TheWiggin",32.8231061430722,32.3843912933667,22,18.3673095107245,602.872149633169,"soldier",0.254390264905728,0.429306589040906,0.382915422761994,0.337717955842342,99,32.7673412446168,22,100,1,61
"100","suave",32.5981741854552,49.7688546369203,6,4.55443492159596,226.286027877618,"scout",0.436228511169369,0.541289489726619,0.539167742670272,0.465977648932337,100,32.5981741854552,6,102,2,85
"101","maz",32.5958170709024,48.8288650986414,6,5,248.405860927468,"demoman",0.562879281694225,0.331583509149192,0.469017861317139,0.431490260854541,101,40.8132303680767,8,76,-25,72
"102","Hirast",32.5559126819681,49.6203515957448,6,6,297.722109574469,"scout",0.382163731358455,0.51569257713108,0.686921866359842,0.477158750867407,102,25.8833180594553,4,116,14,6
"103","ALT",32.0758704442369,49.6552594472973,6,3.30291787588121,161.475332837555,"soldier",0.450241175351404,0.514807346013318,0.580233399992045,0.488416092325968,103,42.1018679450742,8,70,-33,5
"104","smokey.",32.0519413585822,48.8522197204423,6,6,293.113318322654,"demoman",0.481869965552564,0.458395299525767,0.392396736918815,0.73868206613468,104,32.0519413585822,6,104,0,97
"105","Luggnuts",30.6893958291838,37.8881429989923,8,8,303.105143991939,"scout",0.296208782689035,0.38064229596598,0.489359199507471,0.400671005436679,105,26.8953423597918,6,113,8,105
"106","/dev/zero",30.5012799773197,63.1419310217464,3,2.67831837942985,170.79796828997,"soldier",0.598600845147868,0.683128947733544,0.672034692327369,0.583067159987172,106,30.5012799773197,3,107,1,56
"107","ryan.",30.4727656638708,46.4453066055034,6,6,278.67183963302,"medic",0.42703519839674,0.648656035968111,0.538837204219277,0.353099958600717,107,25.9393694305522,4,115,8,107
"108","chief",29.6988914429406,40.7392200863383,7,7,285.174540604368,"soldier",0.461002643356709,0.389855682970355,0.301717286774634,0.442637825107481,108,24.5496238209411,6,124,16,108
"109","fluro",29.6566159971287,45.2013656411045,6,6,271.208193846627,"demoman",0.43572696352497,0.493357422351191,0.400315341628753,0.488677857090437,109,21.4028839239422,4,135,26,109
