"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"823","catfish",20,49.038874511133,0.557696729139759,0.324750027463786,0.353690491570232,0.44555422129683,15,"soldier","prem"
"824","HERTZ",26,49.0261426947405,0.53275696173422,0.403603342197783,0.298660870830566,0.564428892057269,24,"soldier","prem"
"825","matttt",26,49.0257628019257,0.372931173486588,0.553696915195933,0.57795839288834,0.504745955839173,12,"soldier","prem"
"826","HERTZ",21,49.0169596640179,0.52105007625471,0.344454762939884,0.38806906791603,0.613188526202987,10,"soldier","prem"
"827","starbucks",27,49.0127623416427,0.540022228546167,0.252364660813851,0.571045949655348,0.327335579472204,16,"scout","prem"
"828","pause",27,49.009584708874,0.43900105982619,0.403316751462148,0.603598863923452,0.387643786956721,10,"soldier","prem"
"829","Dramz",15,49.0064953368408,0.333433186642005,0.54053825275728,0.652524168026293,0.605619304567743,4,"medic","prem"
"830","ZiLyfe",25,48.9964994930068,0.435388065239722,0.426383739819684,0.489173239926971,0.684276339457328,4,"scout","inter"
"831","Paulsen",20,48.9851618654092,0.437999583210837,0.604626668494352,0.326656518566347,0.532915652135658,4,"soldier","prem"
"832","SoLe",21,48.983576251136,0.455265750401421,0.511019179684548,0.38381037608774,0.566323512915976,20,"soldier","prem"
"833","xander",27,48.9651487674901,0.516086062678426,0.536058578769779,0.471697766636702,0.506127372766043,12,"medic","inter"
"834","weaponfire",28,48.9370037798476,0.580481233703501,0.565483006807422,0.506600530135424,0.524054387961792,20,"medic","high"
"835","Jäger al-Maslul",28,48.9055603756034,0.53622614059225,0.551143224671969,0.610150000521517,0.56246123996451,8,"medic","high"
"836","ollie",18,48.8892172097634,0.53482113589102,0.421676051335346,0.370203307878609,0.311918248066586,6,"soldier","prem"
"837","Dave",15,48.8745582371181,0.317080033906662,0.598182238784135,0.657389039771084,0.535410991554934,21,"medic","prem"
"838","pause",26,48.8546866044938,0.423199394287147,0.470984831632188,0.612428906676101,0.336518962561411,14,"soldier","prem"
"839","Essence",23,48.8376109029065,0.533789184784363,0.348115058111806,0.486272296282473,0.371219816413032,6,"soldier","prem"
"840","TG",28,48.8299814370892,0.461245626067636,0.426037339185184,0.505255691128796,0.38664379379949,6,"soldier","inter"
"841","samson",26,48.8078045954263,0.397538397777197,0.481420554592814,0.605560167767725,0.454026305846692,14,"soldier","prem"
"842","ceekay",28,48.7994765340749,0.570848310976113,0.276609593532611,0.447623879513219,0.2994160889335,6,"scout","prem"
"843","Brutalix",14,48.7766685480334,0.296869505929259,0.545162830030206,0.661954077274792,0.671866554419824,16,"medic","prem"
"844","lock",16,48.7746038219816,0.536451151540532,0.318778329949386,0.303618629521774,0.544275812090655,15,"soldier","prem"
"845","Zaka",29,48.7716009618068,0.464737877905455,0.552858320939522,0.469105646823877,0.546525580020894,10,"medic","prem"
"846","rohan",28,48.7629310797405,0.470033438571423,0.470965190922688,0.410810070761195,0.410721124101752,10,"soldier","prem"
"847","T3",25,48.7550296419834,0.530648701393293,0.534860250479078,0.504372672465227,0.505522667956915,14,"medic","inter"
"848","T3",27,48.7474970230571,0.481632943406671,0.530616010747547,0.515137294903963,0.495517245115023,17,"soldier","inter"
"849","rohan",27,48.7268472192889,0.540927560330743,0.394505519169799,0.3846578539278,0.472343070973058,11,"soldier","inter"
"850","arnold",21,48.6892119300038,0.400562821030613,0.542423499257622,0.542839691560497,0.563254734024001,18,"medic","prem"
"851","feyn",26,48.6856247223827,0.398245242241203,0.465223044581199,0.63001662232016,0.378854587771383,2,"scout","inter"
"852","Bunneez",25,48.6850116072528,0.510637058016948,0.630923142994025,0.567493444429236,0.51808652871462,18,"medic","inter"
"853","Spade",24,48.6746281411459,0.471824339681008,0.459726558329309,0.415386799521313,0.473588940383107,17,"soldier","prem"
"854","Azer",24,48.6681729252802,0.470006313616293,0.506040301193773,0.428965684309326,0.473288097698568,8,"medic","inter"
"855","memories",25,48.65419479291,0.533148203375614,0.524311306379654,0.240677452599388,0.43164956246688,4,"scout","inter"
"856","D-Fault",26,48.6347712833882,0.489111901798083,0.557025292949696,0.477587582578707,0.528750787980713,13,"medic","inter"
"857","D-Fault",25,48.6296713391457,0.481741450050018,0.580139049677846,0.588712038364286,0.452985855198595,8,"medic","inter"
"858","Ben",23,48.6224555385846,0.493067264580869,0.529862035281192,0.334165147978572,0.567314324413837,19,"scout","prem"
"859","oni",14,48.6143276228862,0.424428315779637,0.448279573974701,0.504251626049061,0.451652579165698,16,"demoman","prem"
"860","emgee",20,48.6122088025007,0.315289416326848,0.587184788483878,0.729334318556786,0.410854861042409,2,"medic","prem"
"861","Shupah",25,48.6105022421998,0.429463729821049,0.463204318557135,0.479483052749715,0.546996484466172,8,"soldier","prem"
"862","HERTZ",15,48.6082195041175,0.432469059612784,0.451092458698243,0.455883335201839,0.52458636575144,14,"soldier","prem"
"863","seraph",29,48.594996489797,0.535144290595001,0.357238255974966,0.507553258113052,0.348431062830416,10,"scout","prem"
"864","rem",27,48.5839529587674,0.501046380641978,0.530912432883332,0.555701288062431,0.345575522996767,6,"medic","inter"
"865","darbs",28,48.5818966042836,0.472455204668103,0.432187329536311,0.516611473007013,0.282095304872792,6,"medic","prem"
"866","decap",26,48.5791835880432,0.499372917162534,0.404464173436534,0.41065188596369,0.449406439851467,13,"demoman","prem"
"867","Rei",25,48.5200871529016,0.538770505601977,0.332861478542418,0.376906114004222,0.447732349995374,14,"soldier","prem"
"868","Moop",19,48.5187840151225,0.485873467053905,0.390564036716356,0.383013942425294,0.50551268768663,18,"demoman","prem"
"869","mad",21,48.5055044995418,0.387913186855676,0.565570515880457,0.56208346359164,0.391988368528925,14,"soldier","prem"
"870","bonobo",14,48.5050551977358,0.277207998557554,0.677032861877195,0.67638149931341,0.424402189015187,2,"medic","prem"
"871","obla",16,48.4979028057065,0.349722438388048,0.507254129786123,0.654818968167543,0.490636095108634,12,"medic","prem"
"872","Johva",24,48.4623063786173,0.433608480368553,0.597115430822305,0.379861183662926,0.410040259464848,8,"demoman","inter"
"873","arnold",19,48.4524869758201,0.311654491477633,0.546357093693099,0.639063971728958,0.603215238043701,2,"medic","prem"
"874","Spade",25,48.4521986518514,0.468184231725224,0.535240034842145,0.319955132140458,0.505820937297676,19,"soldier","prem"
"875","T3",24,48.4116565518465,0.446641649236712,0.469336392594878,0.552860357997143,0.370299501398188,12,"medic","prem"
"876","Yui",29,48.409558988871,0.578790384977978,0.496060571229392,0.490232560599114,0.284347038203957,2,"medic","high"
"877","Tekk",15,48.3661406590485,0.450868308771706,0.461388592204391,0.419877551307383,0.476166053523475,10,"demoman","prem"
"878","Big-Dad",23,48.342123887543,0.429554514129809,0.360572098157402,0.628435716165345,0.537866498086825,2,"soldier","prem"
"879","razor",18,48.3273799102349,0.385560093182386,0.627271404679502,0.539670617238298,0.311973127258135,9,"scout","prem"
"880","Geoh",28,48.3219294881992,0.475142601340414,0.39306277620348,0.30687770832087,0.722470701275648,2,"medic","prem"
"881","bird",25,48.3101390572993,0.543095051413084,0.47429144170714,0.489555685806249,0.498248701005113,15,"medic","inter"
"882","Joshchap",24,48.298144817799,0.493447849356617,0.428367602755554,0.48459546935351,0.443681789041676,14,"medic","inter"
"883","Moop",16,48.2847267010513,0.450885973584804,0.437068617715198,0.371129191425009,0.598904297704096,15,"demoman","prem"
"884","Moop",17,48.2620169731342,0.520204543989132,0.373257311488031,0.4306953279659,0.507706918786349,15,"demoman","prem"
"885","Vanquish",18,48.2320832789629,0.457394461576564,0.428398544219342,0.431786289517795,0.514465124638218,7,"scout","prem"
"886","Rising",22,48.2048277494214,0.520199745394805,0.456029049126948,0.467286734331402,0.364028410313516,6,"medic","prem"
"887","kELlEr",29,48.2022375583426,0.472158983661545,0.516511501182272,0.520371146009781,0.362694799790703,10,"medic","prem"
"888","Sickday",25,48.196681972529,0.434972928025714,0.395468051018501,0.581858567192181,0.470744758880428,11,"scout","prem"
"889","quid",17,48.1922809216715,0.555657941279091,0.282438621314726,0.506916551203866,0.437006629146428,10,"scout","prem"
"890","Navedh_k1ng",24,48.1600650985736,0.372182169410157,0.538288514713034,0.663322465682634,0.443032702922772,4,"medic","inter"
"891","Andyroo",28,48.1422015736097,0.394285685856694,0.558722081675619,0.517421195509511,0.502226569563248,18,"soldier","inter"
"892","zildjian",24,48.1371913697622,0.44069930089049,0.488855844552579,0.474312852416498,0.452824185682949,10,"soldier","inter"
"893","signedunknown",22,48.1266474617873,0.431818080930864,0.423797885649503,0.581451044459418,0.428392691367119,14,"soldier","prem"
"894","saturn",24,48.1103721862407,0.472515261943109,0.356945967008836,0.469586749932666,0.502514352677769,10,"soldier","inter"
"895","Moop",25,48.1056862771844,0.404236703639032,0.53709626111578,0.43652912623801,0.52129041970469,19,"demoman","prem"
"896","Tesla",28,48.0787864981817,0.411922645149438,0.58518827410933,0.318075395694587,0.574642102719291,20,"soldier","high"
"897","iven",24,48.0524144751499,0.472409864017734,0.443979107169603,0.38399158653999,0.486302958681531,11,"demoman","prem"
"898","buddah",19,48.0443785827634,0.406845126982822,0.509524824506449,0.523355979566569,0.601081622109145,6,"medic","prem"
"899","mac",19,48.0398237449684,0.53366535131542,0.28675435200242,0.450085309359265,0.335308021613321,5,"soldier","prem"
"900","Vanquish",22,48.035018289145,0.50261322782943,0.50741397954245,0.345846661622271,0.485435184049066,8,"scout","prem"
"901","snazzy",29,48.0285647554359,0.477992041441914,0.567285892347198,0.517162218578923,0.346339269096851,8,"medic","inter"
"902","Azer",28,48.0169638459532,0.428989043573334,0.52237988539014,0.486342399495114,0.553981701190352,8,"medic","inter"
"903","deft",16,47.996176340093,0.464103132900383,0.403141592463939,0.470714225022016,0.371437956989194,4,"demoman","prem"
"904","disturbed",15,47.9693718405777,0.379266320577779,0.570419611223667,0.500957646847914,0.496296264110986,2,"scout","prem"
"905","berko",20,47.9512927967375,0.520821666455239,0.421364475729116,0.344590247001227,0.344772192974309,6,"soldier","prem"
"906","phrax",17,47.9426968661187,0.56947865265576,0.227103108472829,0.409859272488316,0.643047405821157,1,"scout","prem"
"907","redcoat",23,47.9195615297939,0.449306382595376,0.518670051552311,0.455353243639877,0.447450302121221,11,"scout","prem"
"908","Michael",26,47.917671616621,0.476069128726843,0.437574208626811,0.471130294365116,0.419308626921395,12,"medic","prem"
"909","beni",24,47.8258330489517,0.482728263967983,0.492225818121474,0.339326229561128,0.298232457268587,2,"scout","inter"
"910","laan",18,47.8202985024703,0.394914001372391,0.500707282761129,0.394187477637974,0.691703548587188,15,"soldier","prem"
"911","Dajono",24,47.8069981036959,0.509505269377373,0.278902141057644,0.513722907034874,0.397544960162006,4,"soldier","inter"
"912","ryan.",29,47.8058409410272,0.42703519839674,0.648656035968111,0.538837204219277,0.353099958600717,6,"medic","inter"
"913","Torque",26,47.8046859504793,0.455253734974006,0.48036785034139,0.417055653144555,0.527729861004495,6,"demoman","inter"
"914","Shifta",16,47.8011503160154,0.458062080466274,0.435214988281584,0.468320766629898,0.401737365221407,10,"scout","prem"
"915","davi",19,47.7943016724619,0.582729181542683,0.226750901037111,0.399610674885765,0.296894715333578,2,"scout","prem"
"916","lexx",27,47.76391633047,0.465076193790511,0.384046041248408,0.480406614851044,0.460775683410345,12,"soldier","prem"
"917","mac",15,47.7294831788504,0.528603870549623,0.286379196123516,0.437444897627604,0.31376539693702,10,"demoman","prem"
"918","ALT",29,47.7234764801122,0.365231171472041,0.580127596217765,0.545823326130409,0.507945690846754,10,"soldier","prem"
"919","Raina",29,47.6890779047386,0.474721574222984,0.483227514740584,0.457335244052256,0.586545512510293,10,"medic","inter"
"920","Mack",23,47.6888440902066,0.459923522705019,0.522917116854518,0.444200138394062,0.501963510039064,9,"medic","prem"
"921","JD",28,47.6872857036283,0.342468418455854,0.553217729308122,0.643734499870992,0.310038866411968,8,"soldier","high"
"922","snazzy",28,47.6738313074745,0.447237754696291,0.514571652055014,0.504922486666502,0.38393491540119,12,"medic","inter"
"923","tal",29,47.6735327582589,0.436015478133827,0.600064860247195,0.577717012496865,0.483549102721461,8,"medic","high"
"924","ceekay",26,47.6657599763291,0.512011187852443,0.285587753794376,0.554578231832322,0.28032186723649,9,"scout","prem"
"925","zildjian",28,47.659590205661,0.439351547740755,0.577859123078216,0.408430987576016,0.422151527877226,12,"soldier","inter"
"926","emgee",25,47.6001394576318,0.499917922686673,0.467319329067464,0.540020789805029,0.498323520994149,16,"medic","inter"
"927","john the asian",24,47.5986148415872,0.471447092386007,0.387665981252261,0.445599375040237,0.485717723766901,8,"medic","prem"
"928","jay jay",25,47.5811977951299,0.476628206698659,0.33190492068598,0.45648970940809,0.581008266869593,2,"scout","inter"
"929","krollic",29,47.5794983782122,0.503529505974379,0.507092958930924,0.497290186334459,0.47595112608191,4,"medic","high"
"930","Sean",21,47.5752418793911,0.396202487069527,0.457719493859789,0.533133174717314,0.556403665894645,16,"medic","prem"
"931","Trumpet",25,47.5664891722793,0.486830550836176,0.422346930641248,0.360409154520287,0.440415629988407,10,"demoman","prem"
"932","Hawk",17,47.5525634671296,0.31925306628922,0.638357773879399,0.630205008979175,0.674042832452494,16,"medic","prem"
"933","obla",18,47.5382539853761,0.315478999430974,0.54318530012456,0.601594980216252,0.503557266471375,11,"medic","prem"
"934","Rei",26,47.5332488600068,0.499040410635716,0.401980727841102,0.391756235271412,0.43340152067288,12,"soldier","prem"
"935","catfish",27,47.4689354597471,0.565133384860846,0.255504313311012,0.434153799821642,0.241228143950502,12,"scout","inter"
"936","weaponfire",25,47.4292442804278,0.420583949630642,0.515956561893452,0.53099487471611,0.335762545011407,2,"scout","prem"
"937","nerax",16,47.3785704514149,0.478881675388894,0.379721126198786,0.459812198883408,0.409180878308006,12,"scout","prem"
"938","cooleverest",16,47.3440022252584,0.443493772836089,0.517148381993963,0.465516369879525,0.296407766706645,2,"scout","prem"
"939","Gravemind",24,47.3221046161956,0.508471782637921,0.258569483096577,0.518697965731559,0.43911187617129,6,"soldier","inter"
"940","arnold",18,47.303843147972,0.291447207006355,0.563191913519777,0.600550367108107,0.53458051961677,12,"medic","prem"
"941","kcaj",29,47.2902035294428,0.299502040452645,0.695027778217839,0.452937121539578,0.491708189073796,4,"scout","high"
"942","Daz",28,47.2586027266114,0.418802582194232,0.480702103700032,0.447322400657182,0.412300481029831,14,"demoman","prem"
"943","adolo",24,47.2253200828202,0.508143577982884,0.285381982060759,0.527460784711435,0.368431023049407,10,"scout","prem"
"944","Hawk",28,47.2227865668651,0.330715964920413,0.55109685266946,0.551106874929291,0.518505752046567,20,"soldier","high"
"945","L0RD 80T1CUS 0F 80TSW4N4",29,47.2055470245501,0.438633426265089,0.762032649611349,0.474529249435117,0.5899442779502,3,"medic","inter"
"946","Fez",27,47.1986785105574,0.457176643443176,0.527943768900269,0.335058737782416,0.480516031873131,13,"scout","inter"
"947","Sean",27,47.1937465483169,0.422992525808167,0.455373065383227,0.480031724961727,0.396289031980637,12,"medic","prem"
"948","cow5rkool",29,47.1827421223701,0.441702781586173,0.50445221299637,0.429522181911124,0.6694859680743,4,"medic","inter"
"949","zoek",20,47.166489070935,0.391851596001617,0.558616541485849,0.421024689276585,0.485444601555308,13,"soldier","prem"
"950","explode",19,47.1636431550321,0.283619941269923,0.555344996506705,0.634316306337464,0.494936964773466,12,"medic","prem"
"951","Dramz",14,47.1334962278883,0.295868523126741,0.55527642339343,0.623005521838844,0.412837892650752,7,"medic","prem"
"952","thyme",29,47.1250154198772,0.386778811667961,0.482188864953224,0.495513041459038,0.392741896878511,10,"demoman","inter"
"953","harvey",28,47.1194349624498,0.424823045315637,0.542765032650718,0.37546444355437,0.383896008717418,12,"scout","inter"
"954","Doge.exe has stopped working",26,47.1030279772665,0.455202694055478,0.383010538987447,0.469315743630779,0.48508733125225,11,"soldier","prem"
"955","Halfwrong",29,47.088107986904,0.491675626161946,0.441387875790629,0.44794479170044,0.331485469657915,8,"medic","prem"
"956","Navedh_k1ng",29,47.0675999066135,0.468729230119026,0.535935722169337,0.260945811600395,0.329305866778507,2,"scout","high"
"957","buddah",14,47.0383069625551,0.336259189803573,0.415240686624078,0.511447839015899,0.695435057370114,2,"medic","prem"
"958","Phantom",28,47.0327246166748,0.457695497238527,0.383725680175815,0.510094776976634,0.323501897947868,10,"scout","prem"
"959","abender",16,47.0223060370027,0.37948866114068,0.584541460609119,0.392009246788751,0.527934720529546,13,"soldier","prem"
"960","Rockeyroad1415",24,47.0167152584399,0.462861268831879,0.418410158415702,0.479383520972761,0.351496888714565,4,"medic","inter"
"961","Ampersand",15,47.0146276378574,0.413184293323417,0.344581347258291,0.549699049910583,0.397464915899876,14,"medic","prem"
"962","Trumpet",22,46.9887112872651,0.553527539089682,0.443474729418076,0.249843176801445,0.382342822555646,10,"soldier","prem"
"963","Paymh",20,46.9640884477959,0.402015792716762,0.517622869062627,0.448851812300186,0.43719631571248,12,"soldier","prem"
"964","redcoat",24,46.9391456941962,0.357286132286251,0.694572574396856,0.314998474656468,0.598442627452506,14,"demoman","prem"
"965","Michael",25,46.9365333271532,0.435854016741337,0.410775896862616,0.442417194864685,0.470097059188502,11,"medic","prem"
"966","whiscash",29,46.9331513090571,0.293598208630146,0.718148854857242,0.396784090071391,0.557724886369831,6,"scout","high"
"967","Johnny",28,46.9253728197011,0.336292942492194,0.590986387270731,0.628714914703196,0.413347209958567,2,"medic","inter"
"968","Hawk",27,46.9000497208589,0.412343438109893,0.514872873089985,0.523119475059159,0.541617108053145,17,"medic","inter"
"969","ckm",14,46.8958252344424,0.470064290348383,0.437033961070886,0.380170339886284,0.359370521967604,10,"soldier","prem"
"970","johno",16,46.8916300536394,0.293033567452476,0.519468547204189,0.59399751693417,0.554977238600098,17,"medic","prem"
"971","SPACCEE",14,46.8783288492811,0.522786426905821,0.367817300665599,0.265473428325826,0.461918891270683,10,"soldier","prem"
"972","k1tty",24,46.8739106848485,0.423578229044215,0.452406365058402,0.406219602508836,0.448993746605787,12,"scout","inter"
"973","Sky",27,46.8446724539548,0.336624102131739,0.610067539963076,0.37889972630974,0.728423490752888,4,"scout","inter"
"974","Moop",23,46.8437826845416,0.456721071403265,0.475479016639722,0.358531934487211,0.54762333002846,10,"demoman","prem"
"975","Hawk",15,46.8426457097191,0.2818446556826,0.509027449668754,0.623525850051921,0.542479290242678,18,"medic","prem"
"976","Custard",29,46.8105245385844,0.385382518552381,0.636921125083996,0.522497505033525,0.463129504730335,10,"soldier","inter"
"977","skaz",28,46.8040230339269,0.447221032772406,0.463669399597725,0.466718501934956,0.355133004664633,14,"soldier","inter"
"978","shy",27,46.8032382326294,0.452177419590777,0.463679094823407,0.477265376440312,0.516724442316706,15,"medic","inter"
"979","Halfwrong",19,46.7880665113082,0.300359720405934,0.515642381874746,0.595192168669116,0.498962749032106,14,"medic","prem"
"980","samson",28,46.7747341465447,0.347175891052798,0.585379090846421,0.533396769274152,0.387496820857001,10,"soldier","prem"
"981","down",19,46.7718728700564,0.416950465050107,0.495579585191135,0.416847427852876,0.467978096556125,11,"soldier","prem"
"982","bird",26,46.7656996452377,0.424982685626155,0.585735539932952,0.473863146865035,0.438522193189522,6,"medic","inter"
"983","cool dad",29,46.760633721591,0.482536733669757,0.455729764924843,0.415705062110622,0.510922995982183,8,"medic","inter"
"984","mop",23,46.7594972043586,0.480601956523012,0.345677224933882,0.570252321829705,0.284139368652559,2,"soldier","prem"
"985","AiShou",20,46.7574460149618,0.353102049761266,0.684346352504476,0.455359337790464,0.382846174327161,2,"scout","prem"
"986","Eddie",28,46.7555649106657,0.355091904920178,0.6825069853166,0.383610836713712,0.509643469517545,15,"demoman","inter"
"987","Daz",29,46.7508664179945,0.399703430323726,0.592422805036757,0.430627174733074,0.413409298065982,10,"demoman","prem"
"988","campbell",14,46.7465683887975,0.372269168867709,0.585239032984783,0.449909439802404,0.353739726597828,4,"demoman","prem"
"989","heebs",19,46.6996137643549,0.432329431235886,0.452823268587632,0.496027037105922,0.353877235509153,12,"scout","prem"
"990","Spade",21,46.688438779009,0.463615651183948,0.446418872425883,0.443708049159267,0.371602644255108,14,"scout","prem"
"991","iven",20,46.6698742120558,0.371515989933171,0.53960943897772,0.498377045158703,0.415646346957689,13,"soldier","prem"
"992","riot",14,46.6454083600653,0.354881488681665,0.584780083780226,0.498704083435228,0.378850246487224,9,"soldier","prem"
"993","Sean",15,46.6401356376032,0.382467755409472,0.428352865334982,0.523561713694714,0.359265951502518,14,"medic","prem"
"994","adolo",18,46.6370408690905,0.39301284364247,0.482168995117218,0.392627059077032,0.682181567204287,2,"scout","prem"
"995","weaponfire",24,46.6121838476871,0.383895673519183,0.398679910123989,0.602836875684442,0.336648544694811,10,"scout","inter"
"996","john the asian",26,46.4909753865767,0.540979302091645,0.215449406683876,0.559983764461799,0.249770387831275,2,"scout","prem"
"997","shy",28,46.4511494348935,0.426395158069402,0.396524192429706,0.47195726320504,0.313181373920068,4,"medic","prem"
"998","Delphinoid",25,46.4422153469214,0.455557510160917,0.501393102476485,0.302423249117393,0.491560743251038,4,"soldier","prem"
"999","huffy",24,46.4104204064364,0.44437727891443,0.401202636409834,0.463360171904613,0.382244493175641,2,"demoman","inter"
"1000","athena",14,46.4090320608612,0.325713226185627,0.409054091023043,0.541827789059805,0.576577491995226,2,"medic","prem"
"1001","quest",28,46.3920034701875,0.385386254503089,0.442411692814792,0.491442451943868,0.495941630579849,10,"scout","inter"
"1002","wackel",24,46.3715023334128,0.552775665152445,0.242225935135072,0.422581936537357,0.355095971175951,4,"soldier","inter"
"1003","lock",25,46.3494296948726,0.417900454936337,0.480686991706135,0.42978429577914,0.528598844746463,11,"medic","prem"
"1004","sky.",24,46.3441187675094,0.358840779675438,0.456043402289943,0.553570995188663,0.42904704044576,8,"scout","inter"
"1005","spj",20,46.3382395244808,0.462187494228976,0.392441175130318,0.471857557153243,0.344057710468393,7,"scout","prem"
"1006","Doge.exe has stopped working",18,46.3260005538625,0.302207148608289,0.466424646949848,0.602147415505028,0.457492090066529,5,"medic","prem"
"1007","quest",23,46.3228225719924,0.439317073352848,0.492339878192818,0.426876551859056,0.516793760433384,12,"scout","prem"
"1008","dubious",20,46.3202828418412,0.441186643559215,0.381607245666362,0.499861681073254,0.43599174129417,8,"scout","prem"
"1009","fluro",29,46.3197555403018,0.43572696352497,0.493357422351191,0.400315341628753,0.488677857090437,6,"demoman","inter"
"1010","micro stiffy",25,46.3140049850224,0.501192203938457,0.404261049281789,0.342891578607258,0.438600342866783,14,"scout","inter"
"1011","dauq",18,46.2700339209631,0.417845692584717,0.489480813207848,0.488701487549548,0.310612157082033,14,"scout","prem"
"1012","v4na",16,46.2698093148611,0.49297820253692,0.294465172765001,0.475108271572297,0.367968074938695,6,"scout","prem"
"1013","Mack",27,46.2305699070151,0.42712469778838,0.499950513356824,0.520990254473085,0.508956627028722,18,"medic","inter"
"1014","riot",16,46.2210210986164,0.470449825005237,0.372866721743861,0.408017679484211,0.387621124447444,1,"soldier","prem"
"1015","Michael",27,46.2005552798933,0.386192316695845,0.440925621417009,0.532452733600635,0.319240211866822,11,"medic","prem"
"1016","aino",28,46.1997904261699,0.348457283848133,0.652151397166619,0.373294724904212,0.599666999190134,15,"scout","high"
"1017","blank",20,46.1794050985392,0.351008225186297,0.40721409974824,0.494171936429053,0.513672572002343,11,"medic","prem"
"1018","Moop",22,46.1335429855285,0.475931607241577,0.407176232603159,0.439824504945453,0.35669245730973,8,"demoman","prem"
"1019","frhank",23,46.1054581821622,0.419884866176558,0.49214310694903,0.563796006250495,0.389563554255912,11,"medic","prem"
"1020","Pengstah",28,46.0887674201945,0.30361191179682,0.713044817938369,0.47117960160671,0.477312235488925,2,"demoman","inter"
"1021","kure",19,46.0875540546256,0.39241006976137,0.558724605661755,0.419457162223455,0.437059924759571,10,"scout","prem"
"1022","Phantom",25,46.0672590249893,0.370749470337525,0.491528798823741,0.549387344400319,0.483411678532156,16,"scout","inter"
"1023","Left",19,46.0624975858823,0.252512953363342,0.55007517456716,0.65705054956847,0.410520154364667,6,"medic","prem"
"1024","xander",22,46.0615028765621,0.447570240002413,0.45858420644029,0.418059716083506,0.443166480930052,14,"medic","prem"
"1025","ledraj",24,46.0350834001375,0.432041218899935,0.377103283808002,0.452356482645706,0.446100807276637,4,"scout","inter"
"1026","berko",26,46.0304133976207,0.475289219467541,0.482931523191778,0.320660699377652,0.415005426163121,8,"soldier","prem"
"1027","Aqua",17,46.029776805509,0.52033789303432,0.350090277323593,0.487999635944798,0.25931279311329,1,"scout","prem"
"1028","HERTZ",19,46.0238238442389,0.425069963223521,0.391984599690013,0.418107995749233,0.603925507120426,21,"scout","prem"
"1029","Shifta",15,46.0232784892928,0.478885039010342,0.348520812841806,0.41217178741912,0.353876720836011,14,"soldier","prem"
"1030","dvp",18,46.0193856154417,0.443114691529134,0.399618679276278,0.430015102731905,0.369941067348889,10,"soldier","prem"
"1031","ory",29,46.0179675922782,0.454811213679205,0.53896844934262,0.390146722476367,0.590678467764732,2,"medic","high"
"1032","mop",15,46.0102720769691,0.559106137260273,0.306713149490832,0.249517191116902,0.360401699649549,4,"soldier","prem"
"1033","RRLUCKY",28,46.009570182248,0.464748965352941,0.482861158967168,0.384549550422241,0.415133647210729,8,"soldier","inter"
"1034","kcaj",26,46.004276764157,0.530759253003893,0.432252617758644,0.35624362627775,0.30888353791849,12,"soldier","inter"
"1035","Caber",21,45.9876443190133,0.370475505256137,0.488911939229744,0.5584044572066,0.400485119935035,4,"soldier","prem"
"1036","monti",24,45.9853357610744,0.359740128886973,0.612578152709866,0.439996241327101,0.509229436299622,12,"soldier","inter"
"1037","kELlEr",25,45.9693088665735,0.445451460815078,0.397054509706596,0.408115413605545,0.349842760129621,11,"medic","prem"
"1038","kai",29,45.954355162442,0.323554702358755,0.670882673875168,0.456633679237402,0.536334353897449,3,"soldier","prem"
"1039","v4na",14,45.9512235306554,0.423647810546699,0.439121543878193,0.454781561514657,0.411560319965895,13,"scout","prem"
"1040","dubious",17,45.9448170632413,0.545956887552018,0.277535081409452,0.390922025010308,0.424020095825866,7,"scout","prem"
"1041","MY AUDIO GOT HACKED PART IIII",26,45.9255760213687,0.304997141187569,0.657902057649735,0.509294534009638,0.464587355456353,11,"scout","inter"
"1042","Moop",15,45.9234941786711,0.429337505487403,0.390023091481921,0.375857119897054,0.530758575987232,14,"demoman","prem"
"1043","Hobbes",15,45.9215136003242,0.31836848319685,0.479580042991262,0.542219595548348,0.544574601415359,16,"medic","prem"
"1044","dogroll",24,45.9071131441844,0.448286599337292,0.421677244587726,0.436107394369957,0.354052230018504,12,"demoman","prem"
"1045","Essence",22,45.8826030223357,0.423917194885265,0.462919987970147,0.469224276502324,0.418933964272635,12,"medic","prem"
"1046","quid",19,45.8742878992389,0.411255990240891,0.484561061498776,0.436758236116036,0.422869564171319,10,"scout","prem"
"1047","skaz",26,45.8717786652919,0.515574752506924,0.354556424983169,0.382946530337814,0.266475013183322,14,"scout","inter"
"1048","Kodyn",25,45.8685473021374,0.451769308236402,0.309898287323305,0.494294960848398,0.464223252453504,12,"soldier","prem"
"1049","Fez",26,45.8648476005698,0.515095852222185,0.358841161972216,0.314229744379734,0.397139475365379,12,"scout","inter"
"1050","melons",22,45.8626177082167,0.478563378911706,0.459679937788631,0.342097214409723,0.443699318787907,4,"soldier","prem"
"1051","encre",23,45.8596793124358,0.358501701450919,0.544599432007463,0.560689530263393,0.441434926389213,6,"soldier","prem"
"1052","Spade",19,45.8351792531237,0.383444813288755,0.532131622261909,0.487991261090343,0.360013779947909,12,"scout","prem"
"1053","ayr",24,45.8345687238124,0.340457794153768,0.4900989594441,0.500774155160979,0.523240720264739,4,"medic","inter"
"1054","kanye",18,45.8209279721609,0.416174902814124,0.415978142305009,0.432908122640285,0.527836026706439,14,"scout","prem"
