"","nickname","season","gamescore","impact","survive","efficiency","objective","n","classes","div"
"1414","Dajono",28,37.6129723810323,0.431006916600267,0.393953143563766,0.37260211269536,0.361726397792527,10,"demoman","high"
"1415","phosphor",24,37.6062317770658,0.438052437121123,0.28528177449025,0.258859557137204,0.386775695133932,12,"soldier","prem"
"1416","Luggnuts",29,37.582947515052,0.296208782689035,0.38064229596598,0.489359199507471,0.400671005436679,8,"scout","inter"
"1417","whitemagic",21,37.5803652815705,0.231090995272461,0.349867424868515,0.416360051761587,0.31328882574105,9,"medic","prem"
"1418","zildjian",29,37.5718166104421,0.305127634908453,0.662197814130037,0.306274981049593,0.392984436795093,8,"soldier","inter"
"1419","Bobbicals",19,37.5428440043825,0.360428563344368,0.316716875838554,0.303347728881353,0.473423119858435,2,"soldier","prem"
"1420","zoek",17,37.5256523856247,0.360512113412427,0.341225827384125,0.361450972862068,0.308399130386494,7,"scout","prem"
"1421","Exquizit",29,37.4791164658423,0.394797373302115,0.25529276766809,0.41677365275003,0.294919766670184,4,"scout","inter"
"1422","lexx",26,37.4489192274867,0.29071409905735,0.414732900734386,0.56829573554264,0.211844637588021,2,"demoman","prem"
"1423","spj",19,37.3846751796988,0.283659438897054,0.524224040385494,0.283929643235182,0.499704848120504,14,"scout","prem"
"1424","lunar",25,37.2900227060364,0.234245834998726,0.31833741499852,0.365382095087724,0.292730163772229,10,"medic","prem"
"1425","Sean",28,37.1943820008795,0.25067973054812,0.605965202573997,0.350685415827637,0.60168431319156,17,"soldier","high"
"1426","scandal",24,37.1919110843998,0.18113565444551,0.565957757682083,0.424143086462999,0.474312856383918,2,"scout","inter"
"1427","ether-",20,37.1347107114341,0.359876844427409,0.372137773033833,0.230538274059016,0.409006519562252,2,"scout","prem"
"1428","king carl",22,37.1258757583279,0.310055608330084,0.411817514397482,0.453705163686158,0.408103631360225,6,"soldier","prem"
"1429","gstar",19,37.0921252434673,0.355709677681955,0.397369239402837,0.307145644224875,0.287250980046493,3,"soldier","prem"
"1430","Ben",15,37.0630598625755,0.333891994046813,0.42803609828242,0.305757703535355,0.269106463484975,2,"scout","prem"
"1431","callum_",29,37.0524243190093,0.351934083461368,0.409238415058426,0.484375769492795,0.266836373821346,2,"soldier","inter"
"1432","phrax",15,37.0409666043277,0.383829220546261,0.269091521499565,0.337693469863218,0.271150438619682,11,"scout","prem"
"1433","Raelen",29,37.0288373354729,0.287493129643317,0.471675414284879,0.409849160137346,0.31632277342752,12,"soldier","prem"
"1434","laan",15,37.0286484871241,0.308558464672611,0.395376136394071,0.288953747733583,0.491139027248695,2,"scout","prem"
"1435","Sean",25,37.0123193348318,0.344763747643723,0.393802014159501,0.462086877036315,0.48629968597679,14,"soldier","inter"
"1436","Phantom",26,36.9666420289416,0.294044655191829,0.584103853093899,0.286638908314205,0.344289465725217,4,"scout","inter"
"1437","harvey",25,36.9022928123507,0.42960352416784,0.318239116509382,0.304886881143045,0.286486844559752,2,"scout","inter"
"1438","Madpie",19,36.754172462943,0.253478693505765,0.310736305845644,0.356030749800352,0.297154417077913,4,"demoman","prem"
"1439","quid",15,36.7272737835718,0.398296869529419,0.244077739705129,0.310198865892275,0.271349532610461,14,"scout","prem"
"1440","whitemagic",23,36.6601485285347,0.330213739587356,0.333332626311187,0.488646449787546,0.3033302212829,8,"soldier","prem"
"1441","garbo",24,36.6355941805076,0.388904239953411,0.263176239176206,0.348625281624561,0.299884328032815,6,"soldier","inter"
"1442","dubious",27,36.612460108027,0.372738779975106,0.313480949503879,0.249813576559245,0.483371457449669,18,"scout","inter"
"1443","myyyst",25,36.5800744784619,0.365366364487409,0.248236476747703,0.515646873100909,0.221238805289817,2,"scout","prem"
"1444","Daz",25,36.5233677810562,0.308339395338828,0.449063827945999,0.43176461528461,0.234880483625875,7,"soldier","prem"
"1445","phantasm",29,36.4700949794141,0.360181192739137,0.328207797063289,0.257723856872118,0.368561498122504,10,"demoman","prem"
"1446","inStinct",26,36.4509385596899,0.276913743474508,0.488668212797963,0.483992971896204,0.356723989447145,10,"soldier","inter"
"1447","Emerude",16,36.4045488823771,0.313140268769422,0.343528419047797,0.326316855496236,0.326523005208182,2,"demoman","prem"
"1448","kl",25,36.3410084421744,0.276562252692932,0.235325376239734,0.178480724104346,0.301529322295182,2,"medic","prem"
"1449","TheWiggin",29,36.3256321472917,0.307960362960401,0.527611952964479,0.366739590879875,0.426692756205672,8,"soldier","inter"
"1450","decap",20,36.3256018773008,0.267595170150303,0.459664062993191,0.324778276430197,0.389658579706179,6,"scout","prem"
"1451","Calski",23,36.318621835354,0.230368700060377,0.56679603794915,0.460020066066521,0.394806750697155,7,"scout","prem"
"1452","Charlie",27,36.3172387512012,0.293650487785528,0.448463748200867,0.381827169817805,0.370664908015861,4,"demoman","inter"
"1453","wzrd",15,36.3153833169823,0.392748171894796,0.232724811122793,0.272763416116823,0.354023061434994,14,"scout","prem"
"1454","DAGREEKHUNTER",29,36.2400587476594,0.388550515896708,0.29862235230947,0.368883051106184,0.231712818755521,2,"scout","inter"
"1455","Toqoz",19,36.2197678312285,0.307274649109765,0.458628526536452,0.344849933683478,0.281063840344818,4,"scout","prem"
"1456","catfish",24,36.1972803913108,0.394179586322774,0.222652120947858,0.482894947676868,0.20139330353265,2,"scout","prem"
"1457","Eternal",25,36.1899495141017,0.338370309126575,0.425372123775886,0.393224281016754,0.394988425570654,10,"medic","inter"
"1458","durc",22,36.1776949497257,0.335964030687257,0.388646302982238,0.340862575614212,0.364113391385069,12,"demoman","prem"
"1459","kanye",16,36.1631876182981,0.370241259001196,0.306518645826286,0.310006420179061,0.270217466264636,7,"scout","prem"
"1460","bananabread",16,36.1353317114111,0.308689503922807,0.422382446259635,0.281092434524545,0.410228343198555,10,"scout","prem"
"1461","Dip",29,36.0979396294515,0.265160945064966,0.461125427983115,0.405693669379646,0.364330826780227,10,"soldier","prem"
"1462","emgee",17,36.0791206661764,0.376569980979799,0.262878661385196,0.268747279311652,0.409314575446867,8,"scout","prem"
"1463","ALT",26,36.0493766037643,0.334215796033931,0.34153599633081,0.341234066989958,0.470487478165496,2,"demoman","inter"
"1464","luca$",25,36.0205240971743,0.1,0.999995150278459,0.459637645081605,0.42564751059857,1,"soldier","inter"
"1465","thyme",28,35.849703400947,0.38297597139517,0.434581905774874,0.283693304032227,0.503422504532241,10,"soldier","inter"
"1466","TheWiggin",24,35.8288718684141,0.233908862283326,0.470953813555947,0.395457145203662,0.336863900855052,4,"demoman","inter"
"1467","berko",27,35.7848889069552,0.39528529801568,0.25532098874162,0.307083398879894,0.263465672245415,5,"soldier","prem"
"1468","Moop",24,35.7490853070487,0.383635345256198,0.229581786142676,0.39923671744037,0.220250996025979,2,"demoman","prem"
"1469","lexx",21,35.6547938059093,0.339816447034852,0.402811957339618,0.269713506359285,0.348461054146082,12,"scout","prem"
"1470","thyme",21,35.6384598337175,0.286297962605524,0.385665901787986,0.349851324036011,0.29023107186266,8,"soldier","prem"
"1471","Hawk",14,35.6242649772349,0.206248361215108,0.554102749785251,0.293647360601032,0.406523582049671,4,"demoman","prem"
"1472","quid",27,35.6183454750656,0.340605484543294,0.309191037613664,0.29654324639968,0.340084356758153,14,"demoman","prem"
"1473","Mack",25,35.5177457107033,0.30330256184074,0.344448052445702,0.401488334375199,0.270341355291376,13,"demoman","prem"
"1474","kure",18,35.4777748013398,0.318897777437496,0.328053707537281,0.288511260787903,0.333736190467132,4,"scout","prem"
"1475","Sean",19,35.4398748086646,0.32152387214965,0.330517613682913,0.239509166549454,0.445940520798812,8,"demoman","prem"
"1476","drat",28,35.3790815060742,0.310247517364605,0.360366871381349,0.382533218618501,0.33798572927344,10,"scout","prem"
"1477","Gooseman",28,35.3125000916463,0.350008724847852,0.27451744806267,0.363873915021448,0.370404075983324,6,"soldier","prem"
"1478","Calski",29,35.2691540523948,0.268456926099805,0.506489537674514,0.314970441442493,0.382144919907859,9,"scout","prem"
"1479","himari",21,35.2571821851025,0.334520328022167,0.333668922240537,0.349523488144375,0.31427068811454,2,"scout","prem"
"1480","emgee",29,35.2371463127425,0.291885110660888,0.424826859849793,0.258388616445135,0.381551589988709,10,"demoman","prem"
"1481","Big-Dad",19,35.1505006544229,0.38928549633282,0.23339522461861,0.313154907080808,0.259257131231162,4,"soldier","prem"
"1482","scotch",14,35.116711147084,0.340409262870183,0.352091916376475,0.255446765259112,0.303965263038537,2,"soldier","prem"
"1483","zildjian",23,35.1087951022417,0.328370160973295,0.346839079211953,0.397376533759129,0.317433115378631,14,"soldier","prem"
"1484","kanye",22,35.0774898139891,0.333123290799428,0.422804810030394,0.312966375109626,0.411773629453284,12,"scout","prem"
"1485","Luggnuts",22,35.0312233891737,0.258664181272728,0.55110480518671,0.362198472484686,0.424877032113284,11,"scout","prem"
"1486","starbucks",25,34.7257669788479,0.371323089197068,0.221936740588234,0.416054447438838,0.27971503988118,2,"scout","prem"
"1487","abender",15,34.7152965553781,0.335322610151538,0.299393796945711,0.275561542450522,0.336545305189747,11,"scout","prem"
"1488","shork",18,34.6671576877932,0.348082683822741,0.280643252217868,0.190601151980913,0.373831317432437,2,"soldier","prem"
"1489","blank",27,34.6423670087076,0.326824234758859,0.292993992863153,0.400923369436999,0.271899155653883,12,"demoman","inter"
"1490","Z|Etrikarn",24,34.5766322393319,0.398452594346051,0.295909795280262,0.152417536869202,0.47503772990733,2,"soldier","inter"
"1491","samson",27,34.4705459523,0.298783914978309,0.279968376818613,0.486489161081812,0.250129873107839,2,"soldier","prem"
"1492","/dev/zero",25,34.4415297501158,0.350622686050744,0.30237923312031,0.347280762726666,0.307604900901639,10,"soldier","prem"
"1493","alibastor",28,34.4000104413424,0.356935891833286,0.32369363420709,0.332212513949426,0.246729451841042,2,"soldier","prem"
"1494","dev.",18,34.3895560341886,0.256234632191568,0.424657048295262,0.276928851744474,0.329248996635047,14,"scout","prem"
"1495","kanye",28,34.371789049933,0.20393415485974,0.667122099664967,0.447751343904665,0.333681543516599,4,"soldier","high"
"1496","Adobe",18,34.3621740977731,0.33642959467179,0.306755797334229,0.244082187946931,0.240463164837254,2,"soldier","prem"
"1497","tokahontas",25,34.3142833104178,0.324228060584271,0.331915853069839,0.521390206131504,0.384722340796489,14,"soldier","inter"
"1498","Kodyn",22,34.3101281882329,0.356580562513521,0.331821640902817,0.345108311390667,0.343704579805974,12,"scout","prem"
"1499","meow",25,34.2897845864448,0.2183608106926,0.311418712417673,0.318149393847925,0.246575196646657,2,"medic","inter"
"1500","jacc",28,34.2887851202389,0.322744096897594,0.443293214764529,0.439354970871361,0.260708544519818,6,"scout","high"
"1501","sadgasm",14,34.2862609008262,0.228312640735067,0.533059201129047,0.296292414842147,0.359986928976707,6,"scout","prem"
"1502","cell",26,34.2471543861033,0.351970684562697,0.25689698726027,0.331984898457392,0.403428033919139,12,"soldier","inter"
"1503","TheWiggin",25,34.2338650678636,0.306099416210886,0.332782192843227,0.464124731774116,0.370277888024948,10,"demoman","inter"
"1504","faithless",21,34.1261100582968,0.370229491581513,0.237377273234942,0.232597544191486,0.288245023405977,2,"demoman","prem"
"1505","john the asian",28,34.0901567252818,0.280870492398885,0.384825005356048,0.420070875063675,0.3035943767164,2,"soldier","prem"
"1506","eggnormous",16,34.0723305955674,0.24820912073584,0.414633549153296,0.233031778728236,0.452541054293806,8,"demoman","prem"
"1507","frydog",27,33.9816482261771,0.24261010606024,0.483030680875474,0.317638505352923,0.414411112543116,4,"demoman","inter"
"1508","Rei",24,33.9116986183507,0.343916142798778,0.320075435534786,0.230927146932605,0.225579383252878,2,"scout","inter"
"1509","Sickday",22,33.7640013731722,0.25581044497949,0.440381679193603,0.466714942680649,0.338495573633114,12,"scout","prem"
"1510","silvo",22,33.7590895810164,0.381198770389791,0.28967637856677,0.347748280260671,0.250459635201943,2,"scout","prem"
"1511","TheWiggin",21,33.7580544024204,0.264438915707171,0.394376447399461,0.284537824840903,0.361302152231548,12,"demoman","prem"
"1512","wulonggoth",29,33.6822121076154,0.270502845226495,0.481369692475248,0.234461106892467,0.398092503436372,10,"soldier","prem"
"1513","namey",28,33.518134702948,0.349809195895048,0.249667028312097,0.352403792743507,0.341083102455709,8,"scout","prem"
"1514","Fanatical",18,33.4374417985308,0.130703573100137,0.565377563252529,0.32162272431247,0.507943895952905,2,"scout","prem"
"1515","GuS",29,33.3423174327436,0.264080908493213,0.437722612376909,0.510906375596746,0.297252159156138,6,"soldier","inter"
"1516","123beef",15,33.2350381085956,0.352102958991769,0.238018810379963,0.237864479820078,0.285063116922471,2,"soldier","prem"
"1517","phosphor",26,33.0810648870965,0.329392472774988,0.406301574275802,0.30934688813585,0.336721095139459,2,"scout","prem"
"1518","Sky",29,32.985357540441,0.265136782699568,0.442056762849262,0.271447451184901,0.377056909784772,10,"scout","prem"
"1519","adolo",15,32.9813358384893,0.341984768535914,0.23889707878782,0.265853534676025,0.264111452589099,2,"scout","prem"
"1520","Pengstah",26,32.9113548271813,0.271481795412794,0.425143459162426,0.298356686242232,0.411262993846183,10,"demoman","inter"
"1521","TheWiggin",18,32.8924146559098,0.216805072326531,0.387029839580064,0.261536391700905,0.315817139278668,12,"demoman","prem"
"1522","Solres",28,32.8749858158289,0.246700342577747,0.551018094538823,0.305990215504377,0.341706022879343,4,"scout","inter"
"1523","no`",28,32.8213971084674,0.130893876120658,0.889428082072669,0.179302082729845,0.493324730102539,2,"scout","inter"
"1524","eggnormous",18,32.7372694419497,0.297729329869459,0.219946857607907,0.231628701353034,0.287243942324754,2,"demoman","prem"
"1525","Luggnuts",28,32.6395805612394,0.348658697973116,0.284118285522399,0.300372159031479,0.306805275900829,5,"scout","prem"
"1526","Essence",19,32.4808592579229,0.292374264618283,0.392206839513256,0.253673183796628,0.303101028874692,1,"soldier","prem"
"1527","Hawk",29,32.4736515728816,0.204254508955377,0.450107162365928,0.370783180659299,0.395182889183207,6,"scout","high"
"1528","Paymh",18,32.3798038073458,0.274836045741876,0.324098763831949,0.252456439238883,0.286097090371762,2,"soldier","prem"
"1529","obla",23,32.2625993756003,0.287292556996452,0.258283820695892,0.523439576686459,0.214592421715068,1,"scout","prem"
"1530","lunar",24,32.2616318972298,0.424778978348465,0.243985117156766,0.123365536868619,0.29247597013195,2,"soldier","inter"
"1531","down",14,32.1530131705657,0.220247051900172,0.484032294199939,0.257573695012874,0.364153584571754,10,"scout","prem"
"1532","dubious",22,32.1274471776224,0.28058715897031,0.458857764570956,0.304414834481062,0.356244226014134,4,"scout","prem"
"1533","atten",18,32.0114143921327,0.276844243914553,0.331235673495604,0.223468536656855,0.283952022868905,4,"scout","prem"
"1534","Tesla",24,31.8748716077588,0.260291520246403,0.383685044025085,0.349563974678299,0.21768469372442,4,"scout","inter"
"1535","Eternal",27,31.7909917341744,0.294177578078918,0.299903047220461,0.428644440750184,0.219664644321943,4,"scout","inter"
"1536","Dorky",21,31.7647963311426,0.282387598639059,0.349812754450375,0.276328921555772,0.320267679830019,11,"scout","prem"
"1537","kanye",24,31.7221170046862,0.207455313047183,0.582158413874202,0.33915717903156,0.317380891574952,2,"scout","prem"
"1538","Gooch",20,31.708620443422,0.353557131471649,0.180420968219005,0.200015629773473,0.314059709838751,2,"scout","prem"
"1539","ory",25,31.686536255694,0.298702613361235,0.271175531665917,0.502176483376161,0.220411978615101,2,"scout","inter"
"1540","Sean",24,31.6371761021488,0.377048069111855,0.22316258547223,0.260300232020403,0.318294635243933,10,"soldier","prem"
"1541","Ben",22,31.5644569700114,0.29039883631405,0.514600244566119,0.235340239815739,0.283619236743378,2,"scout","prem"
