"","name","class_primary","total_mins_played","season","kills_per_minute","kills_per_death","ka_d","damage_per_minute","heals_per_minute","damage_per_heal","caps_per_minute","deaths_per_minute","dt_per_minute","dt_per_heal","damage_per_dt","ubers_per_minute","healing_per_minute","drops_per_minute","drops_per_uber"
"101","Mack","medic",198.483333333333,23,0.0100764127970443,0.0298507462686567,1.2089552238806,11.2251238559073,0.493744227055168,22.734693877551,0.125955159963053,0.337559828700982,130.968175329583,265.255102040816,0.0857087901519523,0.347636241498027,1054.84927365858,0.0503820639852213,0.144927536231884
"102","Mirimu","medic",140.366666666667,23,0.0213725955829969,0.0588235294117647,1.41176470588235,11.9045357397293,0,Inf,0.156732367608644,0.363334124910948,153.32700071242,Inf,0.0776414831335378,0.398955117549276,1091.46283543101,0.0213725955829969,0.0535714285714286
"103","ram","medic",136.65,23,0.0804976216611782,0.196428571428571,1.05357142857143,39.7950969630443,0,Inf,0.0731796560556165,0.409806073911453,149.374313940724,Inf,0.266411914560063,0.300036589828028,944.456641053787,0.021953896816685,0.0731707317073171
"104","Sean","medic",413.333333333333,23,0.0241935483870968,0.0689655172413793,1.23448275862069,8.74354838709677,0.159677419354839,54.7575757575758,0.176612903225806,0.350806451612903,127.570161290323,798.924242424242,0.0685391340628497,0.375,1048.71774193548,0.0193548387096774,0.0516129032258065
"105","Essence","medic",308,22,0.025974025974026,0.0597014925373134,1.08955223880597,12.5227272727273,0,Inf,0.194805194805195,0.435064935064935,146.769480519481,Inf,0.0853224200862736,0.376623376623377,1021.08766233766,0.0324675324675325,0.0862068965517241
"106","lock","medic",392.483333333333,22,0.0152872733449403,0.0555555555555556,1.90740740740741,8.9863688479341,0,Inf,0.168160006794344,0.275170920208926,119.434370886237,Inf,0.0752410615240208,0.410208501422566,1056.21555055416,0.0382181833623508,0.093167701863354
"107","Michael","medic",266.983333333333,22,0.0412010737249516,0.0990990990990991,1.13513513513514,16.8662213621325,0,Inf,0.157313190586179,0.41575628940633,145.994131968288,Inf,0.11552670737339,0.333354141956427,1025.1950808415,0.0337099694113241,0.101123595505618
"108","Rising","medic",180.666666666667,22,0.0276752767527675,0.0793650793650794,1.68253968253968,12.2380073800738,0,Inf,0.0940959409594096,0.348708487084871,135.094095940959,Inf,0.0905887655180891,0.448339483394834,1076.02029520295,0.044280442804428,0.0987654320987654
"109","Sean","medic",404.583333333333,22,0.00741503604531411,0.024,1.664,4.93347064881565,0,Inf,0.195262615859938,0.308959835221421,122.795468589083,Inf,0.0401763249532014,0.392996910401648,1101.87929969104,0.0296601441812564,0.0754716981132075
"110","SoLe","medic",365,22,0.0246575342465753,0.0703125,1.7578125,6.91232876712329,0,Inf,0.241095890410959,0.350684931506849,133.12602739726,Inf,0.0519231956535161,0.4,1107.78356164384,0.0273972602739726,0.0684931506849315
"111","xander","medic",351.75,22,0.0568585643212509,0.133333333333333,1.13333333333333,24.7789623312011,0.031272210376688,792.363636363636,0.147832267235252,0.426439232409382,148.537313432836,4749.81818181818,0.16681978257541,0.352523098791756,1048.56005685856,0.0369580668088131,0.104838709677419
"112","Ampersand","medic",404.1,16,0.044543429844098,0.113924050632911,1.82278481012658,21.1927740658253,-1.58225524732664,0.410349784379492,0.207869339272457,0.390992328631527,149.757485770849,2.89971250598946,0.141513954756515,0.814154912150458,1243.4350230766,0.0395941598614204,0.0486322188449848
"113","Dave","medic",266.433333333333,16,0.0450394094832979,0.130434782608696,2.05434782608696,22.4821719004129,-4.81052232202169,0.464341085271318,0.168897785562367,0.34530213937195,123.899662204429,2.55899224806202,0.181454666626276,0.442887526585763,986.188619679762,0.0225197047416489,0.0508474576271186
"114","Doge.exe has stopped working","medic",340.15,16,0.0176392767896516,0.0576923076923077,1.83653846153846,5.68572688519771,11.6993504666758,0.0875707493774055,0.217551080405703,0.305747464353961,131.709539908864,2.02857142857143,0.043168679270552,0.461561075995884,1027.89328008019,0.0352785535793032,0.0764331210191083
"115","Fozzlm","medic",220.566666666667,16,0.0408039897234396,0.087378640776699,0.805825242718447,11.36164424966,-0.318714175173533,0.214738646101114,0.136013299078132,0.466978993501587,150.965694423455,2.85329905741217,0.0752597753618836,0.38083723741877,1085.78573371794,0.0226688831796887,0.0595238095238095
"116","johno","medic",417.6,16,0.0454980842911877,0.131944444444444,1.5625,15.8405172413793,1.10161439914189,0.291563822284908,0.203544061302682,0.344827586206897,136.070402298851,2.5045398448519,0.116414128081939,0.428639846743295,981.382276018426,0.0383141762452107,0.0893854748603352
"117","obla","medic",311.266666666667,16,0.00963803812379525,0.0229007633587786,1.49618320610687,13.4354251445706,-4.04819165021438,0.273190488633394,0.205611479974299,0.420860998072392,163.470764617691,3.32394826234649,0.0821885502034078,0.414435639323196,1213.98084280646,0.0128507174983937,0.0310077519379845
"118","snazzy","medic",165.55,16,0.0181214134702507,0.0229007633587786,0.717557251908397,19.7523406825732,0.490022480412847,0.367704936466884,0.0966475385080036,0.79130172153428,212.437330111749,3.95468345890026,0.0929796127271176,0.930232558139535,911.055767289251,0.0604047115675023,0.0649350649350649
"119","Ampersand","medic",320.866666666667,15,0.0249324745480989,0.049079754601227,1.28834355828221,10.3158113442759,5.16204021465672,0.161707948605208,0.149594847288593,0.507999168917515,177.519218782464,2.78274463823343,0.0581109550561798,1.14066071057552,1062.2425770935,0.0716808643257843,0.0628415300546448
"120","athena","medic",187.85,15,0.0372637742879957,0.0538461538461538,0.715384615384615,13.2446100612191,-7.93610925531804,0.261262207287619,0.1224381155177,0.69204152249135,205.222251796646,4.04819909692324,0.0645378848797696,0.27681660899654,1069.50951909542,0.0159701889805696,0.0576923076923077
"121","Brutalix","medic",301.25,15,0.0531120331950207,0.137931034482759,1.44827586206897,22.7817427385892,7.03557756552095,0.346931553937923,0.209128630705394,0.3850622406639,146.804979253112,2.23561823880295,0.155183719615602,0.398340248962656,1003.71643222134,0.0132780082987552,0.0333333333333333
"122","Dave","medic",499.633333333333,15,0.0800587097204617,0.239520958083832,1.86826347305389,25.2445126426046,-2.25346909082371,0.44777761999432,0.186136500100073,0.334245113082927,133.183668023217,2.36236154501562,0.18954660895962,0.422309693775435,945.131838207862,0.0280205484021616,0.0663507109004739
"123","Hawk","medic",484.6,15,0.0598431696244325,0.136792452830189,1.37264150943396,22.044985555097,0.671705064266547,0.37173776880785,0.163021048287247,0.437474205530334,149.523318200578,2.52136543948779,0.147435101229661,0.416838629797771,979.745595684215,0.0123813454395378,0.0297029702970297
"124","Hobbes","medic",278.833333333333,15,0.017931858936043,0.037037037037037,1.27407407407407,6.28690974297669,8.12232559934099,0.0941814860581314,0.236700537955768,0.484160191273162,168,2.51673561489282,0.0374220818034327,0.401673640167364,1058.60099321322,0.0286909742976689,0.0714285714285714
"125","Jersh","medic",569.25,15,0.0368906455862978,0.116022099447514,1.89502762430939,14.3908651734739,-6.99444883960919,0.278696332584881,0.147562582345191,0.317962231005709,121.085638998682,2.34496836088998,0.118848653667595,0.446201141853316,910.515892091558,0.0140535792709706,0.031496062992126
"126","Sean","medic",271.466666666667,15,0.0257858546168959,0.0416666666666667,0.994047619047619,10.0380648330059,-0.914702456326467,0.173921368394179,0.121561886051081,0.618860510805501,188.251473477407,3.26167985703344,0.0533226361928616,0.37205304518664,1484.50462972845,0.0147347740667976,0.0396039603960396
"127","Ampersand","medic",140.866666666667,14,0.0851869380028396,0.173913043478261,1.1304347826087,16.8386180785613,0.351745501590478,Inf,0.0709891150023663,0.489824893516327,140.68622811169,Inf,0.119689171460289,0.433033601514434,1016.64983641308,0.0141978230004733,0.0327868852459016
"128","Brutalix","medic",386.466666666667,14,0.0362256339485941,0.0972222222222222,1.77777777777778,8.40693462135587,0.351745501590478,Inf,0.243229256511989,0.372606520614111,149.298775228566,Inf,0.0563094681017002,0.419182335690875,1088.45016094408,0.0258754528204244,0.0617283950617284
"129","cubby","medic",373.55,14,0.0187391246151787,0.0542635658914729,1.81395348837209,5.43166912059965,0.351745501590478,Inf,0.19809931736046,0.345335296479722,136.731361263552,Inf,0.0397251155141358,0.460447061972962,1107.4242189237,0.0240931602195155,0.0523255813953488
"130","Dramz","medic",149.2,14,0.00670241286863271,0.0144927536231884,1.11594202898551,4.21581769436997,0.351745501590478,Inf,0.140750670241287,0.462466487935657,143.820375335121,Inf,0.0293130767079877,0.39544235924933,1071.83128370287,0.00670241286863271,0.0169491525423729
"131","fear","medic",281.933333333333,14,0.0673918183967841,0.147286821705426,1.2093023255814,16.0889099077796,0.351745501590478,Inf,0.170253014897139,0.457554977536061,146.1302908489,Inf,0.110099759702905,0.372428470087491,1057.39459543338,0.0390163159139276,0.104761904761905
"132","shivy","medic",354.633333333333,14,0.0112792555691324,0.0239520958083832,1.02395209580838,4.10000939937964,0.410961593328423,69.2380952380952,0.140990694614155,0.470908920011279,151.13638499859,2552.28571428571,0.027127877905892,0.389134317135069,1043.72551258457,0.0169188833536987,0.0434782608695652
